YORF	0 hr	9.5 hr	11.5 hr	13.5 hr	15.5 hr	18.5 hr	20.5 hr
YLR274W	-0.06	0.15	0.06	-0.1	-0.2	0.25	-0.4
YLR026C	-0.23	0.25	0.16	-0.27	-0.36	0.45	-0.64
YJL058C	-0.14	0.08	0.07	-0.14		0.26	-0.34
YDL172C	-0.1	0.12	0.04	-0.15	-0.34	0.24	-0.34
YGL124C	-0.07	0.03	0.19	-0.1	-0.23	0.24	-0.34
YGL100W	-0.14	0.16	0.32	-0.18	-0.29	0.26	-0.69
YLL033W	-0.1	0.16	0.19	-0.12	-0.17	0.2	-0.3
YDR482C	-0.18	0.08	0.12	-0.2	-0.15	0.19	-0.25
YGR114C	-0.17	-0.1	0.07	0.06	-0.09	0	-0.23
YNL319W	-0.34	-0.32	0.16	0.06	-0.25	0.08	-0.4
YGL140C	-0.25	-0.2	0.12	0.03	-0.29	-0.1	-0.23
YOR325W	-0.23	-0.36	0.15	0.25	-0.36	-0.06	-0.22
YHR091C	-0.32	-0.4	-0.01	0.34	-0.38	0.08	-0.42
YDL087C	-0.22	-0.23	-0.15	0.03	-0.32	0.04	-0.17
YFL034W	-0.3	-0.56	-0.2	0.12	-0.42	0.03	-0.34
YIL100W	-0.36	-0.6		0.12	-0.43	-0.15	-0.4
YOR199W	-0.17	-0.32	-0.22	0.12	-0.32	-0.23	-0.3
YPL200W	-0.25	-0.49	-0.09	0.08	-0.56	-0.42	-0.34
YCL058C	-0.27	-0.56	0.04	0	-0.3	-0.1	-0.14
YJR061W	-0.23	-0.4	-0.07	0.12	-0.06	-0.1	-0.1
YPR197C	0.06	-0.03	0.29	0.14	0.04	-0.56	-0.27
YDR325W	-0.1	0.11	0.34	0	0	-0.51	-0.22
YLR287C	0.08	-0.06	0.58	-0.23	-0.18	-1.56	-0.51
YLR277C	0.03	-0.1	0.12	-0.09	-0.06	-0.47	-0.18
YLR371W	0	-0.14	-0.18	-0.27	0.12	-0.47	-0.14
YPR035W	-0.22	0.15	-0.06	-0.1	0.48	-1.18	-0.34
YML084W	-0.14	0.16	0.12	-0.18	0.03	-0.42	-0.1
YPR046W	-0.23	0.08	0	-0.18	-0.07	-0.36	-0.1
YNL328C	-0.29	0	-0.04	-0.36	-0.01	-0.36	-0.04
YNL172W	-0.18	-0.03	0.12	-0.17	0.15	-0.2	-0.18
YDR356W	-0.14	0	0.14	-0.32	0.03	-0.27	-0.25
YGR262C	0.04	-0.2	0.11	-0.32	0.11	-0.27	-0.27
YLR229C	0.12	-0.06	0.15	-0.25	0.16	-0.15	-0.51
YOL034W	-0.03	-0.07	0.11	-0.4	0.07	-0.1	-0.47
YAL039C	-0.17	-0.1	0.06	-0.36	0.11	-0.14	-0.51
YKL166C	-0.06	0.01	-0.01	-0.36	0.24	-0.4	-0.74
YOR375C	0.24	0.14	0.07	-0.49	0.41	-0.79	-0.79
YIL016W	-0.23	-0.17	0.24	-0.2	0.43	-0.49	-0.71
YOR202W	-0.27	-0.09	0.25	-0.23	0.2	-0.51	-0.76
YNL044W	-0.32	-0.3	0.2	-0.17	0.16	-0.47	-0.97
YPL234C	-0.22	-0.23	0.2	-0.06	0.3	-0.54	-0.97
YOR122C	-0.18	-0.17	0.19	0.07	0.21	-0.27	-0.51
YDR127W	-0.18	0.14	-0.12	-0.1	0.01	-0.64	-0.56
YDR135C	-0.06	0.14	-0.1	-0.1	-0.1	-0.81	-0.15
YDR261C	0.11	0.25	-0.17	0	-0.14	-0.92	-0.3
YGL201C	0.07	0.3	-0.04	-0.22	-0.43	-1.09	-0.42
YAL062W	0.32	0.32	-0.22	-0.29	-0.04	-0.71	-0.3
YMR015C	0.36	0.41	0.01	-0.18	-0.04	-0.74	-0.45
YBL092W	0.54	-0.07	-0.1	-0.32	-0.32	-0.94	-0.84
YFL067W	0.19	0.21	0.03	-0.06	-0.38	-0.67	-0.4
YJR029W	0.36	0.26	0.04	-0.1	-0.4	-0.92	-0.6
YHL050C	0.21	0.19	0.06	0.03	-0.23	-0.36	-0.34
YKL209C	0.16	0.04	0.12	0.07	-0.17	-0.45	-0.34
YDR170C	-0.04	0.41	-0.03	-0.04	-0.4	-0.6	-0.71
YDL132W	-0.07	0.25	-0.12	0.01	-0.34	-0.42	-0.47
YDR024W	-0.43	0.89	-0.3	-0.4	-0.64	-1.6	-1.74
YNL289W	0.01	0.29	-0.1	-0.09	-0.4	-1.18	-1
YDL052C	-0.04	0.52	-0.1	-0.29	-0.56	-1.43	-1.47
YJL186W	0.07	0.24	0.03	-0.07	-0.27	-0.6	-0.62
YML040W	0.16	0.34	0.03	-0.09	-0.3	-0.94	-1.15
YHR075C	0.11	0.16	0.08	0	-0.04	-0.32	-0.36
YML045W	0.11	0.6	0.14	0	-0.3	-1	-1.12
YMR051C	0.08	0.71	0.4	-0.14	-0.27	-0.92	-1.03
YAL029C	-0.07	0.86	0.14	-0.1	-0.23	-0.84	-1
YBR242W	-0.14	0.74	0.26	-0.2	-0.47	-0.94	-0.81
YDL171C	0.08	0.86	0.04	-0.01	-0.4	-0.89	-0.67
YCR087W	0.14	0.74	0.21	-0.15	-0.38	-0.49	-0.71
YCR017C	0.08	0.31	0.14	-0.02	-0.27	-0.29	-0.35
YDL201W	0	0.89	0.11	-0.4	-0.79	-0.79	-1.15
YER137C	-0.03	0.3	0.06	-0.14	-0.27	-0.36	-0.38
YBR186W	-0.18	0.86	0.21	-0.56	-1	-1	-1
YCR089W	-0.09	0.78	0.04	-0.42	-0.81	-0.74	-0.64
YBL063W	-0.04	0.78	-0.1	-0.43	-0.86	-0.89	-0.94
YML049C	-0.06	0.36	-0.12	-0.38	-0.4	-0.47	-0.56
YDL037C	0.12	1.12	-0.04	-1.6	-1.69	-1.69	-1.89
YFL002C	0	0.5	0.15	-0.51	-0.47	-0.81	-0.54
YGL034C	-0.04	0.34	0.04	-0.18	-0.27	-0.51	-0.23
YCR067C	-0.01	0.43	0	-0.29	-0.22	-0.6	-0.23
YHL030W	-0.03	0.16	-0.06	-0.12	-0.15	-0.34	-0.22
YBR276C	0.07	0.43	0.06	-0.42	-0.12	-0.47	-0.54
YOR253W	-0.04	0.01	0.24	-0.23	0.01	-0.34	-0.62
YBR174C	-0.15	0.11	0.26	-0.27	-0.04	-0.32	-0.4
YOR079C	-0.06	0.2	0.43	-0.4	-0.18	-0.71	-0.71
YML126C	0.48	0.71	0.67	-0.27	-0.17	-1.15	-0.94
YGR240C	0.26	0.54	0.43	-0.18	-0.15	-0.94	-0.79
YLR153C	0.24	0.41	0.36	-0.07	-0.17	-1.06	-0.74
YBR012W-A	0.2	0.21	0.32	-0.06	-0.1	-0.94	-0.56
YDL095W	0.2	0.3	0.19	-0.14	0.03	-1.22	-0.84
YDL070W	0.11	0.12	0.14	-0.04	-0.12	-0.97	-0.71
YAR010C	0.04	0.12	0.07	-0.01	0	-0.62	-0.58
YBL005W-A	0.11	0.14	0.04	-0.03	0.04	-0.64	-0.6
YAL023C	0.14	0.14	0.11	-0.34	0	-1.36	-1.15
YNL291C	0	0.08	0.32	-0.23	0.2	-1.12	-0.97
YJL039C	0.01	0.16	0.26	-0.1	0.15	-0.74	-0.71
YNL192W	0.03	0.25	0.25	-0.27	0.03	-0.76	-0.74
YER056C	0.14	0.54	0.69	-0.3	-0.17	-1.56	-1.84
YNL287W	0.16	0.26	0.25	-0.18	-0.07	-0.62	-0.62
YDR093W	0.25	0.21	0.2	-0.2	0.01	-0.6	-0.74
YNL300W	0.29	0.08	0.11	-0.04	0.06	-0.42	-0.56
YER177W	0.3	0.29	0.19	0.12	0.29	-0.38	-1.06
YGR228W	0.36	0.21	0.26	0	0.01	-0.36	-1.09
YDR224C	0.36	0.21	0.19	-0.01	0.03	-0.2	-1
YDR190C	0.01	0.07	0.24	-0.06	-0.1	-0.04	-0.92
YMR235C	0.07	0.2	0.5	0	-0.07	-0.2	-1.36
YOR051C	0.24	0.19	0.81	-0.15	-0.04	-0.23	-1.56
YMR149W	0.15	0.06	0.45	0.08	-0.18	-0.03	-1.03
YPR169W	0.15	0.15	0.48	0.01	-0.15	-0.36	-1.22
YOR168W	0.24	0.19	0.45	-0.07	-0.3	-0.32	-1.36
YOR169C	0.29	0.2	0.45	-0.09	-0.18	-0.27	-1.09
YDR429C	0.48	0.25	0.58	-0.17	-0.36	-0.27	-1.29
YJL078C	0.16	0.4	0.58	0.06	-0.2	-0.18	-0.74
YJL014W	0.26	0.54	0.64	0.01	-0.22	-0.32	-0.92
YOR315W	0.32	0.52	0.6	-0.09	-0.27	-0.18	-0.84
YOR151C	0.29	0.29	0.36	0.07	-0.15	-0.1	-0.6
YMR312W	0.11	0.08	0.08	-0.01	-0.03	-0.03	-0.18
YNL127W	0.29	0.24	0.21	0.08	-0.1	-0.2	-0.6
YOL149W	0.19	0.15	0.24	0.06	-0.04	-0.18	-0.54
YER055C	0.15	0.41	0.58	0.04	-0.1	-0.23	-1.15
YGL026C	0.21	0.38	0.43	0.03	-0.18	-0.3	-0.92
YBR162W-A	0.2	0.4	0.6	0.24	-0.17	-0.47	-1.06
YGL012W	0.12	0.41	0.71	0.14	-0.1	-0.49	-1.22
YNL066W	0.11	0.34	0.76	0.14	0.03	-0.64	-1.51
YFL026W	0.14	0.29	0.69	-0.06	0.11	-0.42	-0.89
YGR175C	0.24	0.41	0.84	0.06	0.07	-0.42	-1.03
YER146W	0.15	0.15	0.41	0.01	-0.03	-0.18	-0.54
YER104W	0.21	0.32	0.52	-0.06	-0.04	-0.36	-0.84
YDR158W	0.34	0.48	0.64	0.04	-0.03	-0.51	-1.09
YHR074W	0.04	0.12	0.43	0.07	0	-0.23	-0.49
YDR264C	0.12	0.22	0.37	-0.07	0.01	-0.17	-0.37
YER003C	0.19	0.4	0.81	-0.07	-0.15	-0.42	-0.79
YFL045C	0.43	0.48	1.03	0.21	-0.2	-0.69	-1.29
YJR105W	0.36	0.52	1.12	0.21	-0.06	-0.74	-1.06
YBR220C	0.29	0.45	0.58	0.06	-0.12	-0.58	-0.71
YDR233C	0.24	0.38	0.67	-0.07	-0.18	-0.6	-0.74
YGR189C	0.19	0.24	0.52	-0.15	-0.06	-0.51	-0.54
YPL028W	0.14	0.58	0.71	0.06	0.11	-0.81	-1.03
YGL135W	0.21	0.4	0.71	0.11	-0.17	-1.29	-2
YGL225W	0.19	0.36	0.78	0.11	-0.18	-1.15	-1.64
YML106W	0.12	0.21	0.6	0	-0.17	-0.79	-1.29
YER086W	0.19	0.38	0.78	0.11	-0.23	-0.94	-1.69
YML022W	0.15	0.4	0.69	0.07	-0.34	-1	-1.69
YPR163C	0.29	0.3	0.67	-0.1	-0.25	-0.76	-1.64
YLR197W	0.41	0.52	0.89	-0.07	-0.23	-0.92	-1.94
YDR119W	0.32	0.38	0.84	0.06	-0.34	-0.97	-1.36
YCR034W	0.12	0.15	0.92	0.01	-0.42	-0.89	-1.64
YOR217W	0.11	0.26	0.41	-0.09	-0.25	-0.34	-0.58
YML018C	0.26	0.38	0.69	-0.36	-0.49	-0.58	-1.22
YBL028C	0.26	0.25	0.71	-0.32	-0.42	-0.43	-1.06
YOL072W	0.12		0.36	-0.14	-0.15	-0.25	-0.6
YGR200C	0.14	0.43	0.54	-0.23	-0.42	-0.23	-0.89
YMR010W	0.15	0.34	0.29	-0.18	-0.18	-0.25	-0.86
YFL037W	0.3	0.54	0.54	-0.29	-0.27	-0.67	-1.29
YGL245W	0.3	0.52	0.3	-0.36	-0.25	-0.49	-1.06
YLR130C	0.15	0.38	0.4	-0.12	-0.04	-0.43	-0.71
YGL111W	0.36	0.34	0.6	-0.27	-0.06	-0.62	-1
YLR429W	0.2	0.36	0.4	-0.1	0.15	-0.32	-0.67
YLR378C	0.11	0.19	0.34	-0.18	0.12	-0.27	-0.84
YPL168W	0.08	0.24	0.34	-0.1	0.24	-0.58	-0.84
YLR300W	0.06	0.5	1.03	0.38	0.45	-0.81	-1.74
YJR143C	0.08	0.34	0.54	0.07	0.26	-0.64	-1.22
YDL184C	0.17	0.08	0.5	0.25	0.25	-0.74	-1.43
YBR031W	0.2	0.24	0.71	0.3	0.11	-0.81	-1.64
YOR270C	0.07	0.15	0.4	0.3	0.06	-0.4	-0.92
YLR286C	0.29	0.2	0.64	0.34	-0.06	-0.49	-0.97
YBL040C	0.34	0.16	0.5	0.25	0.03	-0.25	-0.67
YMR221C	-0.12	-0.04	0.43	0.14	-0.1	-0.58	-0.84
YBR219C	0	-0.06	0.48	0.14	-0.07	-0.58	-0.84
YLR050C	0.07	-0.12	0.4	0.2	0	-0.34	-0.92
YBR162C	0.01	-0.07	0.56	0.08	-0.04	-0.51	-1.56
YBR243C	0	-0.17	0.3	0.07	0.03	-0.51	-1.18
YHR021C	-0.34	-0.18	0.48	0.03	-0.15	-0.51	-1.32
YDR410C	-0.07	-0.14	0.3	-0.07	-0.2	-0.2	-0.86
YPR063C	-0.07	-0.09	0.21	-0.09	-0.04	-0.18	-0.51
YPL214C	-0.03	-0.12	0.26	-0.09	-0.12	-0.29	-0.6
YJL013C	0.03	-0.09	0.12	0.07	-0.17	-0.22	-0.56
YIL051C	0.14	-0.14	0.14	0.03	-0.18	-0.43	-0.89
YPL046C	0.06	-0.18	0.15	0.08	-0.18	-0.56	-0.89
YIL104C	0.07	-0.18	0.2	-0.01	-0.22	-0.58	
YEL003W	0	-0.17	0.21	-0.17	-0.4	-0.81	-1.09
YHR025W	0.08	-0.06		0.07	-0.45	-0.86	-1.09
YDR023W	0.48	-0.07	0.56	-0.27	-0.38	-1	-1.56
YMR212C	0.4	-0.01	0.2	-0.03	-0.09	-0.64	-1.06
YDR454C	0.25	0.12	0.36	-0.12	-0.09	-0.49	-1.32
YOR247W	0.26	-0.04	0.3	-0.2	-0.06	-0.54	-1.25
YIL131C	0.04	-0.03	0.29	-0.09	-0.12	-0.23	-0.58
YNL102W	0.03	0	0.29	-0.1	-0.15	-0.29	-0.71
YPR097W	0.04	-0.06	0.29	-0.07	-0.2	-0.3	-0.79
YKL154W	0.08	0	0.29	0.01	-0.14	-0.4	-1.09
YBR084C-A	0.07	0.14	0.5	-0.1	-0.23	-0.89	-1.84
YBR244W	0	0.01	0.43	-0.03	-0.12	-0.43	-0.97
YNR061C	0.03	-0.03	0.38	0.07	-0.14	-0.47	-0.92
YPL079W	0	-0.03	0.58	-0.34	-0.1	-1.09	-1.84
YOL092W	0	-0.09	0.3	-0.1	-0.09	-0.54	-0.94
YDL212W	0.03	-0.12	0.29	-0.1	0.06	-0.47	-0.92
YPL238C	0	-0.1	-0.01	-0.22	-0.06	-0.74	-1.47
YNL178W	0	-0.06	0.04	-0.23	-0.09	-0.84	-2.18
YJR075W	0.04	-0.03	-0.04	-0.18	-0.06	-0.42	-1.09
YLR075W	0.12	0.08	0.11	-0.18	-0.1	-0.94	-2.25
YNL119W	0.14	-0.03	0.3	-0.22	-0.2	-1.15	-2.84
YNL069C	-0.1	-0.04	0.3	-0.2	-0.09	-1.09	-2.74
YBL027W	0.04	0.01	0.4	-0.17	-0.27	-1.12	-2.47
YGL042C	-0.04	-0.01	0.24	-0.17	-0.04	-0.54	-1.18
YPL220W	0.04	-0.01	0.4	-0.36	-0.04	-1.6	-2.74
YJL191W	0.14	-0.07	0.34	-0.3	-0.23	-0.92	-1.84
YCR031C	0.2	0.15	0.19	-0.23	-0.04	-0.89	-1.79
YMR054W	0.08	0.03	0.06	0.01	-0.03	-0.3	-0.71
YGR085C	0.25	0.15	0.4	-0.06	-0.17	-0.92	-2.18
YKR028W	0.16	0.04	0.15	0.03	-0.1	-0.36	-0.79
YDR385W	0.12	0.08	0.21	0.08	-0.3	-0.89	-1.64
YDL075W	0.26	0.11	0.29	-0.09	-0.38	-1.03	-2.06
YER074W	0.2	0.04	0.41	-0.14	-0.36	-1.12	-2.18
YLR198C	0.3	0.01	0.45	-0.15	-0.23	-1.36	-2.47
YDL061C	0.21	0.01	0.25	-0.09	-0.18	-0.89	-1.84
YKL006W	0.16	0.06	0.15	-0.06	-0.27	-1.06	-2.12
YIL018W	0.3	0.08	0.26	-0.22	-0.18	-1.36	-2.32
YDR418W	0.2	0.16	0.29	-0.2	-0.2	-1.74	-2.94
YNL271C	0.04	0.04	0.08	-0.01	-0.07	-0.49	-0.76
YGL102C	0.03	-0.1	0.16	0	-0.03	-1.4	-2.56
YNL209W	0.04	0.07	0.11	-0.04	-0.06	-0.94	-1.89
YBR032W	0	0.15	0.4	0.14	-0.06	-1.09	-2.4
YDR012W	0.11	0.14	0.29	0.12	0.01	-1.09	-2.18
YKL056C	0.11	0.06	0.32	0.04	-0.01	-1	-1.89
YPR132W	0.08	0.01	0.43	0.14	0.08	-1	-2
YER131W	0.36	0.14	0.48	0.04	-0.01	-1.36	-2.47
YPR102C	0.26	0.01	0.2	0.03	0.04	-1.32	-2.18
YBR181C	0.19	0.21	0.2	0.08	0.12	-1.6	-2.56
YML063W	0.21	0.21	0.4	0.01	-0.03	-1.6	-2.47
YER117W	0.15	0.16	0.21	0.11	-0.12	-1.22	-2.18
YBR106W	0.21	0.29	0.21	0.06	0.01	-1.09	-2
YMR121C	0.34	-0.04	0.34	0.32	-0.1	-1.36	-2.47
YPR051W	0.14	-0.06	0.08	0.03	-0.03	-0.32	-0.79
YOR248W	0.15	-0.18	0.21	0.08	-0.03	-0.74	-1.64
YJL158C	0.14	-0.14	0.19	0.07	-0.1	-0.74	-1.51
YLR088W	0.07	-0.09	0.19	0	-0.06	-0.42	-0.84
YJL190C	0.12	-0.18	0.34	0.08	-0.09	-1.47	-2.32
YHL001W	0.21	-0.1	0.21	0.12	-0.2	-1.51	-1.94
YLR076C	0.21	-0.04	0.08	0.07	-0.3	-1.51	-2.32
YJL188C	0.03		0.07	0	-0.2	-1.15	-1.89
YLR325C	0.04	0.01	0.12	0.03	-0.3	-1.56	-2.56
YDL136W	-0.07	-0.01	-0.04	-0.36	-0.22	-1.56	-2.56
YLR065C	0.07	-0.07	-0.04	-0.12	-0.07	-0.58	-0.94
YLR062C	0.19	-0.06	0.06	-0.36	-0.1	-1.89	-2.84
YDR366C	0.06	0	-0.07	-0.09	-0.07	-1.15	-1.69
YLL045C	0.19	-0.18	-0.09	-0.1	-0.1	-1.94	-3.06
YOL127W	0.19	-0.23	0.14	-0.2	-0.12	-1.47	-2
YDL191W	0.14	-0.15	0.15	-0.23	-0.15	-1.47	-1.94
YBR254C	0.07	0.03	0.08	-0.07	0.01	-0.71	-0.94
YOL121C	0.41	0.01	0.14	-0.12	0.01	-1.47	-2.25
YOR293W	0.34	-0.12	0.06	-0.3	-0.34	-1.32	-1.89
YIL052C	0.43	-0.1	0.26	-0.1	-0.34	-1.64	-2.25
YKR057W	0.29	-0.12	0.2	-0.09	-0.38	-1.56	-2.18
YNL301C	0.21	-0.12	0.25	-0.3	-0.56	-1.89	-2.47
YOL120C	0.26	-0.09	0.4	-0.17	-0.6	-1.79	-2.4
YJL136C	0.19	-0.09	0.34	-0.07	-0.47	-1.47	-2.4
YBR143C	0.24	0.03	0.25	-0.38	-0.47	-1.06	-1.74
YKR059W	0.21	0.07	0.48	-0.27	-0.51	-1.43	-2.32
YEL054C	0.2	0.08	0.32	-0.32	-0.47	-1.64	-2.47
YOR312C	0.24	-0.01	0.25	-0.42	-0.45	-1.51	-2.56
YOR310C	0.15	-0.01	0.34	-0.6	-0.64	-1.84	-3.06
YAL038W	0.08	0.19	0.29	-0.36	-0.4	-1.32	-2.32
YHL033C	0.34	0.21	0.19	-0.18	-0.51	-1.56	-2.47
YJL183W	0.32	0.21	0.16	-0.14	-0.25	-1.09	-1.56
YIL133C	0.34	0.26	0.21	-0.36	-0.34	-1.6	-2.25
YDR417C	0.32	0.12	0.08	-0.34	-0.25	-1.64	-2.56
YGR148C	0.2	0.11	0.06	-0.29	-0.27	-1.84	-2.64
YGL103W	0.21	0.19	0.06	-0.14	-0.3	-1.51	-2.12
YLR185W	0.32	0.12	0.16	-0.09	-0.17	-1.29	-1.84
YNR051C	0.19	0.07	0.2	-0.07	-0.29	-1.15	-1.56
YMR242C	0.3	0.24	0.34	-0.14	-0.22	-1.47	-2
YLR048W	0.32	0.24	0.45	-0.1	-0.34	-1.94	-2.56
YGL123W	0.12	0.15	0.43	-0.1	-0.23	-1.51	-2.06
YLR340W	0.2	0.32	0.48	-0.09	-0.43	-1.79	-2.74
YGR214W	0.26	0.15	0.45	-0.36	-0.29	-1.69	-2.47
YDR500C	0.2	0.06	0.38	-0.25	-0.27	-1.22	-1.84
YDR399W	0.06	0.12	0.25	-0.34	-0.34	-1.51	-1.89
YJR123W	0.11	0.08	0.16	-0.38	-0.42	-1.84	-2.47
YOR063W	0.14	0.06	0.26	-0.25	-0.3	-1.69	-2.25
YOR309C	0.2	0.03	0.24	-0.64	-0.38	-2.12	-2.94
YBR156C	0.15	0.04	0.08	-0.43	-0.34	-1.32	-1.79
YLR413W	0.21	0.36	0.54	-0.64	-0.67	-2.4	-2.84
YHR216W	0.32	0.3	0.34	-0.47	-0.36	-1.84	-2.25
YLR432W	0.36	0.25	0.4	-0.29	-0.34	-1.84	-2.18
YDR450W	0.43	0.11	0.12	-0.34	-0.09	-1.32	-2
YOL139C	0.24	0.14	0.06	-0.3	-0.03	-0.97	-1.51
YDR471W	0.38	0.19	0.16	-0.54	-0.15	-1.43	-2
YAR009C	0.12	0.13	0.01	-0.17	-0.13	-0.56	-0.94
YDL236W	0.16	0.29	-0.09	-0.09	-0.18	-0.84	-1.64
YBL005W	0.12	0.24	0.03	-0.04	-0.04	-0.74	-1.22
YJR027W	0.07	0.11	-0.01	-0.06	-0.03	-0.56	-0.92
YHL015W	0.16	0.32	0.11	-0.09	-0.18	-1.79	-2.84
YLR354C	0.15	0.32	0.24	-0.25	0.08	-0.97	-1.64
YHR203C	0.32	0.5	0.34	-0.3	-0.12	-1.56	-2.12
YLR045C	0.12	0.04	0.14	0.01	-0.07	-0.47	-0.64
YOR096W	0.41	0.04	0.32	-0.03	-0.17	-1.25	-1.43
YLR061W	0.43	0.11	0.24	-0.23	-0.15	-1.47	-1.84
YMR202W	0.36	0.03	0.36	-0.15	0.03	-1.51	-1.64
YBR017C	0.29	0.07	0.14	-0.29	-0.07	-0.84	-1
YPL075W	0.2	0.04		-0.17	-0.04	-0.43	-0.62
YBL087C	0.12	0.2	0.54	-0.09	-0.3	-1.22	-1.56
YBR187W	-0.1	0.19	0.64	0.21	-0.18	-1.4	-1.94
YLR372W	0.08	0.34	0.64	-0.07	0.07	-1.22	-2.12
YCR043C	0.12	0.06	0.34	-0.01	-0.12	-0.67	-1.06
YMR205C	0.19	0.15	0.43	-0.04	-0.03	-1	-1.36
YGL257C	0.14	0.14	0.3	0.04	-0.03	-0.71	-0.94
YPL090C	0.24	0.15	0.54	0.15	0.04	-1.29	-1.56
YLR083C	0.21	0.11	0.41	0.04	-0.03	-1.47	-1.6
YOR133W	0.07	0.06	0.41	0.08	-0.01	-1.32	-1.79
YLR264W	0.14	-0.04	0.58	0.25	-0.23	-1.29	-2
YOR167C	0.14	-0.03	0.58	0.12	-0.1	-1.12	-1.64
YLR388W	0.32	-0.1	0.52	0.11	-0.17	-1.29	-1.84
YDL055C	0.24	0.2	0.24	0.19	-0.07	-0.71	-1.69
YBR252W	0.15	0.16	0.34	-0.03	0.06	-0.54	-1.15
YGR075C	0.25	0.19	0.41	0.07	-0.01	-0.54	-1.25
YGL147C	0.41	0.45	0.62	0.08	-0.04	-1.09	-1.94
YHR010W	0.56	0.4	0.62	0.01	0.01	-1.09	-1.94
YNL302C	0.67	0.32	0.36	0.04	0.12	-1.15	-2.25
YLR367W	0.41	0.36	0.38	0.07	-0.09	-1.32	-2.18
YLR029C	0.45	0.21	0.48	0.36	0.11	-1.29	-2.18
YGR027C	0.24	0.16	0.38	0.21	0.25	-1.09	-1.84
YGR118W	0.41	0.38	0.4	0.19	0.29	-1.09	-1.6
YPR074C	0.48	0.45	0.52	0.11	0.19	-1.29	-1.64
YMR046C	0.11	0.15	-0.22	-0.03	-0.09	-0.92	-1.22
YML104C	-0.01	0.12	0.08	0.07	-0.1	-0.34	-0.45
YBL113C	-0.03	0.16	0.15	0.06	-0.18	-0.6	-0.67
YDR154C	0.03	-0.01	0.06	0.06	0.14	-0.34	-0.38
YOR345C	0.07	0	0.19	0.04	0.21	-0.81	-1.22
YMR300C	-0.1	-0.04	0.26	0.15	0.62	-1.18	-2
YBR055C	-0.01	-0.12	0.15	-0.06	0.15	-0.34	-0.51
YBR081C	0.06	-0.03	0.21	-0.06	0.14	-0.38	-0.51
YJL196C	-0.07	-0.23	0.3	0.12	0.41	-0.34	-1.29
YGR259C	-0.01	-0.22	0.06	0.19	0.29	-0.34	-1.15
YPL218W	-0.18	-0.38	0.25	0.21	0.11	-0.6	-1.36
YIL043C	-0.09	-0.18	0.04	-0.04	0.11	-0.3	-1.03
YPR175W	-0.07	-0.14	0.01	-0.03	0.07	-0.36	-0.92
YJL192C	-0.01	-0.38	0.07	0.01	-0.1	-0.58	-1.43
YNR042W	-0.03	-0.22	0.03	-0.1	-0.01	-0.22	-0.74
YLL039C	0.01	-0.23	0.07	-0.01	-0.09	-0.06	-1.06
YOR286W	-0.1	-0.27	-0.07	-0.18	-0.06	0.03	-1.25
YMR038C	0	-0.1	-0.03	-0.09	0.07	-0.06	-1.18
YLL050C	0.03	-0.1	-0.09	-0.12	0.07	0.04	-0.86
YPR173C	0	-0.1	-0.1	-0.04	0.07	0.08	-0.84
YKR089C	0.07	0.01	0.01	-0.07	0.03	0.06	-0.54
YBL072C	0.12	0.19	0.24	0.04	-0.06	-0.1	-2
YKL153W	0.07	0.03	0.2	-0.06	0.07	-0.01	-1.43
YOL039W	0.07	-0.03	0.11	0	0	-0.17	-2.32
YBR012W-B	0.08	0.07	-0.01	-0.06	0.06	-0.1	-1.29
YNL010W	0.12	-0.04	-0.09	-0.03	0.2	-0.12	-1.18
YPL010W	-0.03	0.03	-0.03	0.04	0.12	-0.09	-0.81
YLR112W	-0.06	0.03	0	-0.03	0.14	-0.04	-0.84
YKL152C	0.11	0.43	0.24	0.12	0.08	-0.47	-1.74
YOR184W	0	0.34	0.19	-0.04	0.19	-0.36	-1.25
YHR174W	0.08	0.24	0.25	0.06	0.24	-0.43	-1.25
YLR333C	0.14	0.08	0.24	0.12	0.24	-0.89	-1.84
YLR301W	0.25	0.08	0.07	0.04	0.16	-0.58	-1.43
YLR396C	0.08	0.03	-0.01	-0.03	0.01	-0.12	-0.42
YKL060C	0.14	0.14	0.07	-0.01	0.04	-0.22	-1.25
YGL022W	0.2	0.16	0.11	0.08	-0.06	-0.2	-1.25
YOL049W	0.15	0.11	0.14	0.08	0	-0.18	-0.84
YBR248C	0.21	0.12	0.4	-0.01	0.04	-0.23	-1.56
YLR230W	0.11	0.04	0.2	0.06	-0.03	-0.17	-0.89
YPL237W	0.06	0	0.19	0.06	0.07	-0.18	-0.92
YDL081C	0.07	0.07	0.38	0.11	0.14	-0.32	-1.69
YER009W	0.19	0.07	0.38	0.04	0.26	-0.4	-1.43
YLR167W	0.12	0.03	0.26	0.2	0.08	-0.56	-1.6
YOR369C	0.11	0.07	0.24	0.15	-0.1	-0.64	-2.06
YDL130W	0.15	-0.09	0.24	0.06	0.04	-0.62	-2.25
YDR382W	0.11	0.15	0.11	0.06	0.04	-0.6	-2.4
YKL190W	-0.01	0.04	-0.01	-0.07	-0.06	-0.27	-1.15
YGL031C	0.03	0	0.04	-0.14	0	-0.67	-2.32
YLR441C	0.08	0.06	0.15	-0.25	0.01	-0.64	-2.18
YGL189C	0.15	0.12	0.34	-0.18	0.08	-0.64	-1.84
YNL150W	0.16	-0.15	0.15	-0.15	-0.1	-0.3	-0.86
